Cidade;Cursos;Disputa;Nota;Sigla
Rio Grande do Sul, Brasil;Hotelaria;PNE 1,5 salário mínimo;421,06;FURG
Rio Grande do Sul, Brasil;Rel Internacionais;Ampla concor.;700,99;FURG
Rio Grande do Sul, Brasil;Rel Internacionais;Cota racial;636,06;FURG
Rio Grande do Sul, Brasil;Rel Internacionais;Cota racial 1,5 salário mínimo;626,25;FURG
Rio Grande do Sul, Brasil;Rel Internacionais;Esc. Pública 1,5 salário mínimo;631,63;FURG
Rio Grande do Sul, Brasil;Rel Internacionais;Escola Pública;663,77;FURG
Rio Grande do Sul, Brasil;Turismo;Ampla concor.;537,41;FURG
Rio Grande do Sul, Brasil;Turismo;Cota racial;465,54;FURG
Rio Grande do Sul, Brasil;Turismo;Cota racial 1,5 salário mínimo;513,74;FURG
Rio Grande do Sul, Brasil;Turismo;Esc. Pública 1,5 salário mínimo;494,87;FURG
Rio Grande do Sul, Brasil;Turismo;Escola Pública;519,19;FURG
Rio Grande do Sul, Brasil;Turismo;PNE 1,5 salário mínimo;399,64;FURG
Rio Grande do Sul, Brasil;Administração;Ampla concor.;611,89;FURG
Rio Grande do Sul, Brasil;Administração;Cota racial;601,51;FURG
Rio Grande do Sul, Brasil;Administração;Cota racial 1,5 salário mínimo;566,28;FURG
Rio Grande do Sul, Brasil;Administração;Esc. Pública 1,5 salário mínimo;608,47;FURG
Rio Grande do Sul, Brasil;Administração;Escola Pública;603,57;FURG
Rio Grande do Sul, Brasil;Administração;PNE + Pronaf;395,16;FURG
Rio Grande do Sul, Brasil;Administração;PNE 1,5 salário mínimo;380,68;FURG
Rio Grande do Sul, Brasil;Administração;PNE Esc. Pública;518,28;FURG
Rio Grande do Sul, Brasil;Ciências Exatas;Ampla concor.;493,05;FURG
Rio Grande do Sul, Brasil;Ciências Exatas;Cota racial;442,4;FURG
Rio Grande do Sul, Brasil;Ciências Exatas;Cota racial 1,5 salário mínimo;476,49;FURG
Rio Grande do Sul, Brasil;Ciências Exatas;Esc. Pública 1,5 salário mínimo;445,19;FURG
Rio Grande do Sul, Brasil;Ciências Exatas;Escola Pública;484,86;FURG
Rio Grande do Sul, Brasil;Eng Agr Agroquímica;Ampla concor.;542,57;FURG
Rio Grande do Sul, Brasil;Eng Agr Agroquímica;Cota racial;487,92;FURG
Rio Grande do Sul, Brasil;Eng Agr Agroquímica;Cota racial 1,5 salário mínimo;518,81;FURG
Rio Grande do Sul, Brasil;Eng Agr Agroquímica;Esc. Pública 1,5 salário mínimo;539,38;FURG
Rio Grande do Sul, Brasil;Eng Agr Agroquímica;Escola Pública;542,02;FURG
Rio Grande do Sul, Brasil;Eng Agr I Alimentícia;Ampla concor.;546,86;FURG
Rio Grande do Sul, Brasil;Eng Agr I Alimentícia;Cota racial;522,3;FURG
Rio Grande do Sul, Brasil;Eng Agr I Alimentícia;Cota racial 1,5 salário mínimo;535,61;FURG
Rio Grande do Sul, Brasil;Eng Agr I Alimentícia;Esc. Pública 1,5 salário mínimo;530,27;FURG
Rio Grande do Sul, Brasil;Eng Agr I Alimentícia;Escola Pública;538,45;FURG
Rio Grande do Sul, Brasil;Eng Agr I Alimentícia;PNE 1,5 salário mínimo;449,3;FURG
Rio Grande do Sul, Brasil;Eng Agr I Alimentícia;PNE Esc. Pública;511,3;FURG
Rio Grande do Sul, Brasil;Eng de Produção;Ampla concor.;618,34;FURG
Rio Grande do Sul, Brasil;Eng de Produção;Cota racial;563,37;FURG
Rio Grande do Sul, Brasil;Eng de Produção;Cota racial 1,5 salário mínimo;542,17;FURG
Rio Grande do Sul, Brasil;Eng de Produção;Esc. Pública 1,5 salário mínimo;571,82;FURG
Rio Grande do Sul, Brasil;Eng de Produção;Escola Pública;577,12;FURG
São Paulo, Brasil;Ciência e Tecnologia;Ampla concor.;695,48;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Ampla concor.;719,27;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Cota racial;629,89;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Cota racial;633,41;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Cota racial 1,5 salário mínimo e meio;606,06;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Cota racial 1,5 salário mínimo e meio;608,79;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Esc. Pública 1,5 salário mínimo e meio;641,6;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Esc. Pública 1,5 salário mínimo e meio;643,35;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Escola Pública;677,17;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Escola Pública;685,56;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Pessoas Transgêneras, independentemente de renda familiar;599,02;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Pessoas Transgêneras, independentemente de renda familiar;662,28;UFABC
São Paulo, Brasil;Ciências e Humanidades;Ampla concor.;707,01;UFABC
São Paulo, Brasil;Ciências e Humanidades;Ampla concor.;713,87;UFABC
São Paulo, Brasil;Ciências e Humanidades;Cota racial;638,62;UFABC
São Paulo, Brasil;Ciências e Humanidades;Cota racial;644,15;UFABC
São Paulo, Brasil;Ciências e Humanidades;Cota racial 1,5 salário mínimo e meio;622,23;UFABC
São Paulo, Brasil;Ciências e Humanidades;Cota racial 1,5 salário mínimo e meio;629,08;UFABC
São Paulo, Brasil;Ciências e Humanidades;Esc. Pública 1,5 salário mínimo e meio;650,92;UFABC
São Paulo, Brasil;Ciências e Humanidades;Esc. Pública 1,5 salário mínimo e meio;655,47;UFABC
São Paulo, Brasil;Ciências e Humanidades;Escola Pública;686,36;UFABC
São Paulo, Brasil;Ciências e Humanidades;Escola Pública;688,38;UFABC
São Paulo, Brasil;Ciências e Humanidades;Pessoas Transgêneras, independentemente de renda familiar;627,48;UFABC
São Paulo, Brasil;Ciências e Humanidades;Pessoas Transgêneras, independentemente de renda familiar;658,83;UFABC
São Paulo, Brasil;Ciências e Humanidades;PNE racial 1,5 salário mínimo e meio;535,7;UFABC
São Paulo, Brasil;Ciências e Humanidades;Refugiados e Solicitantes de Refúgio, independentemente de renda familiar;573,55;UFABC
São Paulo, Brasil;Ciências Humanas;Ampla concor.;687,98;UFABC
São Paulo, Brasil;Ciências Humanas;Ampla concor.;690,31;UFABC
São Paulo, Brasil;Ciências Humanas;Cota racial;626,12;UFABC
São Paulo, Brasil;Ciências Humanas;Cota racial;634,76;UFABC
São Paulo, Brasil;Ciências Humanas;Cota racial 1,5 salário mínimo e meio;619,88;UFABC
São Paulo, Brasil;Ciências Humanas;Cota racial 1,5 salário mínimo e meio;624,39;UFABC
São Paulo, Brasil;Ciências Humanas;Esc. Pública 1,5 salário mínimo e meio;639,46;UFABC
São Paulo, Brasil;Ciências Humanas;Esc. Pública 1,5 salário mínimo e meio;648,22;UFABC
São Paulo, Brasil;Ciências Humanas;Escola Pública;657,75;UFABC
São Paulo, Brasil;Ciências Humanas;Escola Pública;669,38;UFABC
São Paulo, Brasil;Ciências Humanas;Pessoas Transgêneras em situação de Vulnerabilidade Econômica;600,1;UFABC
São Paulo, Brasil;Ciências Humanas;Pessoas Transgêneras, independentemente de renda familiar;567,54;UFABC
São Paulo, Brasil;Ciências Humanas;Pessoas Transgêneras, independentemente de renda familiar;624,17;UFABC
São Paulo, Brasil;Ciências Humanas;PNE 1,5 salário mínimo e meio;583,48;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Ampla concor.;696,02;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Ampla concor.;715,36;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Cota racial;637,55;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Cota racial;638,88;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Cota racial 1,5 salário mínimo e meio;616,62;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Cota racial 1,5 salário mínimo e meio;622;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Esc. Pública 1,5 salário mínimo e meio;643,95;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Esc. Pública 1,5 salário mínimo e meio;645,8;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Escola Pública;682,55;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Escola Pública;685,91;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Pessoas Transgêneras, independentemente de renda familiar;595,78;UFABC
São Paulo, Brasil;Ciência e Tecnologia;Pessoas Transgêneras, independentemente de renda familiar;599,6;UFABC
São Paulo, Brasil;Ciências Nat e Exatas;Ampla concor.;668,2;UFABC
São Paulo, Brasil;Ciências Nat e Exatas;Ampla concor.;671,36;UFABC
São Paulo, Brasil;Ciências Nat e Exatas;Cota racial;607,32;UFABC
São Paulo, Brasil;Ciências Nat e Exatas;Cota racial;608,37;UFABC
São Paulo, Brasil;Ciências Nat e Exatas;Cota racial 1,5 salário mínimo e meio;592,75;UFABC
São Paulo, Brasil;Ciências Nat e Exatas;Cota racial 1,5 salário mínimo e meio;600,62;UFABC
São Paulo, Brasil;Ciências Nat e Exatas;Esc. Pública 1,5 salário mínimo e meio;622,12;UFABC
São Paulo, Brasil;Ciências Nat e Exatas;Esc. Pública 1,5 salário mínimo e meio;624,1;UFABC
São Paulo, Brasil;Ciências Nat e Exatas;Escola Pública;650,31;UFABC
São Paulo, Brasil;Ciências Nat e Exatas;Escola Pública;653,68;UFABC
São Paulo, Brasil;Ciências Nat e Exatas;Pessoas Transgêneras, independentemente de renda familiar;637,28;UFABC
São Paulo, Brasil;Ciências Nat e Exatas;Refugiados e Solicitantes de Refúgio, independentemente de renda familiar;557,29;UFABC
Acre, Brasil;Ciências Biológicas;Ampla concor.;630,56;UFAC
Acre, Brasil;Ciências Biológicas;Ampla concor.;593,17;UFAC
Acre, Brasil;Ciências Biológicas;Cota racial;542,95;UFAC
Acre, Brasil;Ciências Biológicas;Cota racial;507,13;UFAC
Acre, Brasil;Ciências Biológicas;Cota racial 1,5 salário mínimo;535,44;UFAC
Acre, Brasil;Ciências Biológicas;Cota racial 1,5 salário mínimo;528,96;UFAC
Acre, Brasil;Ciências Biológicas;Cota Reg Acre;630,56;UFAC
Acre, Brasil;Ciências Biológicas;Cota Reg Acre;593,17;UFAC
Acre, Brasil;Ciências Biológicas;Esc. Pública 1,5 salário mínimo;600,04;UFAC
Acre, Brasil;Ciências Biológicas;Esc. Pública 1,5 salário mínimo;534,8;UFAC
Acre, Brasil;Ciências Biológicas;Escola Pública;565,25;UFAC
Acre, Brasil;Ciências Biológicas;Escola Pública;557,58;UFAC
Acre, Brasil;Direito;Ampla concor.;748,31;UFAC
Acre, Brasil;Direito;com deficiência;614,22;UFAC
Acre, Brasil;Direito;Cota racial;645,78;UFAC
Acre, Brasil;Direito;Cota racial 1,5 salário mínimo;636,66;UFAC
Acre, Brasil;Direito;Cota Reg Acre;748,31;UFAC
Acre, Brasil;Direito;Esc. Pública 1,5 salário mínimo;646,77;UFAC
Acre, Brasil;Direito;Escola Pública;663,52;UFAC
Acre, Brasil;Direito;PNE Esc. Pública;588,72;UFAC
Acre, Brasil;Direito;PNE racial;524,83;UFAC
Acre, Brasil;Direito;PNE racial 1,5 salário mínimo;536,56;UFAC
Acre, Brasil;Enfermagem;Ampla concor.;708,34;UFAC
Acre, Brasil;Enfermagem;com deficiência;596,64;UFAC
Acre, Brasil;Enfermagem;Cota racial;613,35;UFAC
Acre, Brasil;Enfermagem;Cota racial 1,5 salário mínimo;618,73;UFAC
Acre, Brasil;Enfermagem;Cota Reg Acre;708,34;UFAC
Acre, Brasil;Enfermagem;Esc. Pública 1,5 salário mínimo;647,38;UFAC
Acre, Brasil;Enfermagem;Escola Pública;648,71;UFAC
Acre, Brasil;Enfermagem;PNE 1,5 salário mínimo;549,49;UFAC
Acre, Brasil;Enfermagem;PNE racial;515,2;UFAC
Acre, Brasil;Enfermagem;PNE racial 1,5 salário mínimo;530,94;UFAC
Acre, Brasil;Eng Agronômica;Ampla concor.;612,78;UFAC
Acre, Brasil;Eng Agronômica;Cota racial;523,71;UFAC
Acre, Brasil;Eng Agronômica;Cota racial 1,5 salário mínimo;525,61;UFAC
Acre, Brasil;Eng Agronômica;Cota Reg Acre;612,78;UFAC
Acre, Brasil;Eng Agronômica;Esc. Pública 1,5 salário mínimo;549,26;UFAC
Acre, Brasil;Eng Agronômica;Escola Pública;555,98;UFAC
Acre, Brasil;Eng Florestal;Ampla concor.;584,49;UFAC
Acre, Brasil;Eng Florestal;Cota racial;519,33;UFAC
Acre, Brasil;Eng Florestal;Cota racial 1,5 salário mínimo;531,86;UFAC
Acre, Brasil;Eng Florestal;Cota Reg Acre;584,49;UFAC
Acre, Brasil;Eng Florestal;Esc. Pública 1,5 salário mínimo;541,61;UFAC
Acre, Brasil;Eng Florestal;Escola Pública;527,19;UFAC
Acre, Brasil;Letras Espanhol;Ampla concor.;592,88;UFAC
Acre, Brasil;Letras Espanhol;Cota racial;506,64;UFAC
Acre, Brasil;Letras Espanhol;Cota racial 1,5 salário mínimo;516,08;UFAC
Acre, Brasil;Letras Espanhol;Cota Reg Acre;592,88;UFAC
Acre, Brasil;Letras Espanhol;Esc. Pública 1,5 salário mínimo;508,66;UFAC
Acre, Brasil;Letras Espanhol;Escola Pública;551,46;UFAC
Acre, Brasil;Letras Inglês;Ampla concor.;615,71;UFAC
Acre, Brasil;Letras Inglês;Cota racial;520,25;UFAC
Acre, Brasil;Letras Inglês;Cota racial 1,5 salário mínimo;541,64;UFAC
Acre, Brasil;Letras Inglês;Cota Reg Acre;615,71;UFAC
Acre, Brasil;Letras Inglês;Esc. Pública 1,5 salário mínimo;500,33;UFAC
Acre, Brasil;Letras Inglês;Escola Pública;537,54;UFAC
Acre, Brasil;Letras Português;Ampla concor.;648,5;UFAC
Acre, Brasil;Letras Português;Cota racial;558,65;UFAC
Acre, Brasil;Letras Português;Cota racial 1,5 salário mínimo;559,5;UFAC
Acre, Brasil;Letras Português;Cota Reg Acre;648,5;UFAC
Acre, Brasil;Letras Português;Esc. Pública 1,5 salário mínimo;559,54;UFAC
Acre, Brasil;Letras Português;Escola Pública;589,31;UFAC
Acre, Brasil;Pedagogia;Ampla concor.;620,36;UFAC
Acre, Brasil;Pedagogia;Cota racial;520,06;UFAC
Acre, Brasil;Pedagogia;Cota racial 1,5 salário mínimo;543,4;UFAC
Acre, Brasil;Pedagogia;Cota Reg Acre;620,36;UFAC
Acre, Brasil;Pedagogia;Esc. Pública 1,5 salário mínimo;544,47;UFAC
Acre, Brasil;Pedagogia;Escola Pública;542,81;UFAC
Acre, Brasil;Pedagogia;PNE Esc. Pública;541,92;UFAC
Acre, Brasil;Pedagogia;PNE racial 1,5 salário mínimo;472,54;UFAC
Acre, Brasil;Ciências Biológicas;Ampla concor.;650,54;UFAC
Acre, Brasil;Ciências Biológicas;Cota racial;561,04;UFAC
Acre, Brasil;Ciências Biológicas;Cota racial 1,5 salário mínimo;552,41;UFAC
Acre, Brasil;Ciências Biológicas;Cota Reg Acre;650,54;UFAC
Acre, Brasil;Ciências Biológicas;Esc. Pública 1,5 salário mínimo;564,61;UFAC
Acre, Brasil;Ciências Biológicas;Escola Pública;610,65;UFAC
Acre, Brasil;Ciências Econômicas;Ampla concor.;722,13;UFAC
Acre, Brasil;Ciências Econômicas;com deficiência;528,71;UFAC
Acre, Brasil;Ciências Econômicas;Cota racial;617,36;UFAC
Acre, Brasil;Ciências Econômicas;Cota racial 1,5 salário mínimo;594,14;UFAC
Acre, Brasil;Ciências Econômicas;Cota Reg Acre;722,13;UFAC
Acre, Brasil;Ciências Econômicas;Esc. Pública 1,5 salário mínimo;616,74;UFAC
Acre, Brasil;Ciências Econômicas;Escola Pública;655,3;UFAC
Acre, Brasil;Ciências Econômicas;PNE Esc. Pública;511,13;UFAC
Acre, Brasil;Ciências Econômicas;PNE racial 1,5 salário mínimo;525,48;UFAC
Acre, Brasil;Ciências Sociais;Ampla concor.;651,73;UFAC
Acre, Brasil;Ciências Sociais;Cota racial;551,17;UFAC
Acre, Brasil;Ciências Sociais;Cota racial 1,5 salário mínimo;552,51;UFAC
Acre, Brasil;Ciências Sociais;Cota Reg Acre;651,73;UFAC
Acre, Brasil;Ciências Sociais;Esc. Pública 1,5 salário mínimo;595,5;UFAC
Acre, Brasil;Ciências Sociais;Escola Pública;546;UFAC
Acre, Brasil;Ciências Sociais;PNE 1,5 salário mínimo;523,18;UFAC
Acre, Brasil;Direito;Ampla concor.;780,36;UFAC
Acre, Brasil;Direito;com deficiência;653,69;UFAC
Acre, Brasil;Direito;Cota racial;667,87;UFAC
Acre, Brasil;Direito;Cota racial 1,5 salário mínimo;650,86;UFAC
Acre, Brasil;Direito;Cota Reg Acre;780,36;UFAC
Acre, Brasil;Direito;Esc. Pública 1,5 salário mínimo;653,52;UFAC
Acre, Brasil;Direito;Escola Pública;676,66;UFAC
Acre, Brasil;Direito;PNE 1,5 salário mínimo;571,07;UFAC
Acre, Brasil;Direito;PNE Esc. Pública;591,97;UFAC
Acre, Brasil;Direito;PNE racial;581,48;UFAC
Acre, Brasil;Direito;PNE racial 1,5 salário mínimo;576,26;UFAC
Acre, Brasil;Educação Física;Ampla concor.;642,46;UFAC
Acre, Brasil;Educação Física;Ampla concor.;628,73;UFAC
Acre, Brasil;Educação Física;com deficiência;489,95;UFAC
Acre, Brasil;Educação Física;Cota racial;560,3;UFAC
Acre, Brasil;Educação Física;Cota racial;553,05;UFAC
Acre, Brasil;Educação Física;Cota racial 1,5 salário mínimo;551,89;UFAC
Acre, Brasil;Educação Física;Cota racial 1,5 salário mínimo;535,33;UFAC
Acre, Brasil;Educação Física;Cota Reg Acre;642,46;UFAC
Acre, Brasil;Educação Física;Cota Reg Acre;628,73;UFAC
Acre, Brasil;Educação Física;Esc. Pública 1,5 salário mínimo;553,01;UFAC
Acre, Brasil;Educação Física;Esc. Pública 1,5 salário mínimo;552,48;UFAC
Acre, Brasil;Educação Física;Escola Pública;589,08;UFAC
Acre, Brasil;Educação Física;Escola Pública;556,18;UFAC
Acre, Brasil;Enfermagem;Ampla concor.;733,79;UFAC
Acre, Brasil;Enfermagem;com deficiência;546,01;UFAC
Acre, Brasil;Enfermagem;Cota racial;632,84;UFAC
Acre, Brasil;Enfermagem;Cota racial 1,5 salário mínimo;629,99;UFAC
Acre, Brasil;Enfermagem;Cota Reg Acre;733,79;UFAC
Acre, Brasil;Enfermagem;Esc. Pública 1,5 salário mínimo;651,6;UFAC
Acre, Brasil;Enfermagem;Escola Pública;666,35;UFAC
Acre, Brasil;Enfermagem;PNE 1,5 salário mínimo;588,19;UFAC
Acre, Brasil;Enfermagem;PNE racial;527,08;UFAC
Acre, Brasil;Enfermagem;PNE racial 1,5 salário mínimo;516,71;UFAC
Acre, Brasil;Eng Agronômica;Ampla concor.;678,01;UFAC
Acre, Brasil;Eng Agronômica;Cota racial;574,89;UFAC
Acre, Brasil;Eng Agronômica;Cota racial 1,5 salário mínimo;571,93;UFAC
Acre, Brasil;Eng Agronômica;Cota Reg Acre;678,01;UFAC
Acre, Brasil;Eng Agronômica;Esc. Pública 1,5 salário mínimo;578,64;UFAC
Acre, Brasil;Eng Agronômica;Escola Pública;583,23;UFAC
Acre, Brasil;Eng Florestal;Ampla concor.;654,54;UFAC
Acre, Brasil;Eng Florestal;Cota racial;565,8;UFAC
Acre, Brasil;Eng Florestal;Cota racial 1,5 salário mínimo;554,99;UFAC
Acre, Brasil;Eng Florestal;Cota Reg Acre;654,54;UFAC
Acre, Brasil;Eng Florestal;Esc. Pública 1,5 salário mínimo;604,83;UFAC
Acre, Brasil;Eng Florestal;Escola Pública;598,41;UFAC
Acre, Brasil;Engenharia Civil;Ampla concor.;745,3;UFAC
Acre, Brasil;Engenharia Civil;com deficiência;508,74;UFAC
Acre, Brasil;Engenharia Civil;Cota racial;639,17;UFAC
Acre, Brasil;Engenharia Civil;Cota racial 1,5 salário mínimo;629,5;UFAC
Acre, Brasil;Engenharia Civil;Cota Reg Acre;745,3;UFAC
Acre, Brasil;Engenharia Civil;Esc. Pública 1,5 salário mínimo;644,11;UFAC
Acre, Brasil;Engenharia Civil;Escola Pública;613,5;UFAC
Acre, Brasil;Engenharia Civil;PNE racial 1,5 salário mínimo;545,99;UFAC
Acre, Brasil;Física;Ampla concor.;620,41;UFAC
Acre, Brasil;Física;Cota racial;534,25;UFAC
Acre, Brasil;Física;Cota racial 1,5 salário mínimo;526,17;UFAC
Acre, Brasil;Física;Cota Reg Acre;620,41;UFAC
Acre, Brasil;Física;Esc. Pública 1,5 salário mínimo;530,06;UFAC
Acre, Brasil;Física;Escola Pública;586,55;UFAC
Acre, Brasil;Geografia;Ampla concor.;628,27;UFAC
Acre, Brasil;Geografia;Ampla concor.;623,27;UFAC
Acre, Brasil;Geografia;Cota racial;536,13;UFAC
Acre, Brasil;Geografia;Cota racial;523,81;UFAC
Acre, Brasil;Geografia;Cota racial 1,5 salário mínimo;545,5;UFAC
Acre, Brasil;Geografia;Cota racial 1,5 salário mínimo;530,39;UFAC
Acre, Brasil;Geografia;Cota Reg Acre;628,27;UFAC
Acre, Brasil;Geografia;Cota Reg Acre;623,27;UFAC
Acre, Brasil;Geografia;Esc. Pública 1,5 salário mínimo;577,33;UFAC
Acre, Brasil;Geografia;Esc. Pública 1,5 salário mínimo;557,86;UFAC
Acre, Brasil;Geografia;Escola Pública;540,51;UFAC
Acre, Brasil;Geografia;Escola Pública;540,2;UFAC
Acre, Brasil;História;Ampla concor.;654,72;UFAC
Acre, Brasil;História;Ampla concor.;642,54;UFAC
Acre, Brasil;História;Ampla concor.;627,71;UFAC
Acre, Brasil;História;Cota racial;554,78;UFAC
Acre, Brasil;História;Cota racial;551,97;UFAC
Acre, Brasil;História;Cota racial;535,76;UFAC
Acre, Brasil;História;Cota racial 1,5 salário mínimo;570,04;UFAC
Acre, Brasil;História;Cota racial 1,5 salário mínimo;568,86;UFAC
Acre, Brasil;História;Cota racial 1,5 salário mínimo;536,91;UFAC
Acre, Brasil;História;Cota Reg Acre;654,72;UFAC
Acre, Brasil;História;Cota Reg Acre;642,54;UFAC
Acre, Brasil;História;Cota Reg Acre;627,71;UFAC
Acre, Brasil;História;Esc. Pública 1,5 salário mínimo;593,33;UFAC
Acre, Brasil;História;Esc. Pública 1,5 salário mínimo;592,63;UFAC
Acre, Brasil;História;Esc. Pública 1,5 salário mínimo;555,92;UFAC
Acre, Brasil;História;Escola Pública;584,21;UFAC
Acre, Brasil;História;Escola Pública;566,13;UFAC
Acre, Brasil;História;Escola Pública;551,06;UFAC
Acre, Brasil;História;PNE 1,5 salário mínimo;597,48;UFAC
Acre, Brasil;História;PNE 1,5 salário mínimo;535,77;UFAC
Acre, Brasil;História;PNE Esc. Pública;470,07;UFAC
Acre, Brasil;Letras Francês;Ampla concor.;599,24;UFAC
Acre, Brasil;Letras Francês;Cota racial;482,65;UFAC
Acre, Brasil;Letras Francês;Cota racial 1,5 salário mínimo;526,58;UFAC
Acre, Brasil;Letras Francês;Cota Reg Acre;599,24;UFAC
Acre, Brasil;Letras Francês;Esc. Pública 1,5 salário mínimo;483,14;UFAC
Acre, Brasil;Letras Francês;Escola Pública;590,2;UFAC
Acre, Brasil;Letras Inglês;Ampla concor.;682,21;UFAC
Acre, Brasil;Letras Inglês;Cota racial;573,9;UFAC
Acre, Brasil;Letras Inglês;Cota racial 1,5 salário mínimo;567,08;UFAC
Acre, Brasil;Letras Inglês;Cota Reg Acre;682,21;UFAC
Acre, Brasil;Letras Inglês;Esc. Pública 1,5 salário mínimo;563,38;UFAC
Acre, Brasil;Letras Inglês;Escola Pública;568,05;UFAC
Acre, Brasil;Letras Inglês;PNE Esc. Pública;501,5;UFAC
Acre, Brasil;Letras Inglês;PNE racial 1,5 salário mínimo;458,89;UFAC
Acre, Brasil;Letras Libras;Ampla concor.;624,62;UFAC
Acre, Brasil;Letras Libras;Cota racial;528,51;UFAC
Acre, Brasil;Letras Libras;Cota racial 1,5 salário mínimo;550,28;UFAC
Acre, Brasil;Letras Libras;Cota Reg Acre;624,62;UFAC
